epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
171,5187.93,0.60306,0.42279,1.17447,0.97168,0.98195,0.99164,0.85874,0.57966,0.30595,1.14481,2.7819e-05,2.7819e-05,2.7819e-05
172,5218.21,0.5903,0.41704,1.16747,0.97037,0.97562,0.99011,0.86538,0.56835,0.31357,1.12888,2.63072e-05,2.63072e-05,2.63072e-05
173,5248.52,0.61132,0.43729,1.18066,0.96754,0.97781,0.99003,0.86666,0.56373,0.31344,1.12264,2.48431e-05,2.48431e-05,2.48431e-05
174,5278.83,0.58239,0.41265,1.15574,0.96116,0.97846,0.9903,0.86188,0.57325,0.31624,1.1313,2.34271e-05,2.34271e-05,2.34271e-05
175,5309.07,0.59507,0.43212,1.16851,0.96781,0.97847,0.99143,0.86195,0.57436,0.31451,1.13737,2.20595e-05,2.20595e-05,2.20595e-05
176,5339.31,0.57696,0.39958,1.14245,0.98038,0.97057,0.99277,0.86297,0.56756,0.30043,1.12553,2.07406e-05,2.07406e-05,2.07406e-05
177,5369.57,0.57685,0.3999,1.15447,0.96236,0.98438,0.99243,0.86413,0.57015,0.30523,1.13261,1.94709e-05,1.94709e-05,1.94709e-05
178,5399.82,0.58887,0.42398,1.15948,0.98437,0.9694,0.99307,0.86421,0.57147,0.30045,1.13436,1.82505e-05,1.82505e-05,1.82505e-05
179,5430.08,0.59521,0.43386,1.17053,0.98274,0.96707,0.99283,0.86308,0.57207,0.30237,1.13115,1.70798e-05,1.70798e-05,1.70798e-05
180,5460.34,0.59116,0.42801,1.17175,0.978,0.96917,0.99188,0.86227,0.5738,0.31034,1.1312,1.59592e-05,1.59592e-05,1.59592e-05
181,5490.61,0.58933,0.41697,1.15968,0.97643,0.9704,0.99189,0.85738,0.58757,0.31281,1.15232,1.48888e-05,1.48888e-05,1.48888e-05
182,5520.89,0.58786,0.42611,1.16247,0.97431,0.97165,0.99217,0.85627,0.5864,0.30988,1.15214,1.38689e-05,1.38689e-05,1.38689e-05
183,5551.15,0.57804,0.4146,1.15485,0.96524,0.98163,0.99247,0.85787,0.58336,0.30654,1.14511,1.28998e-05,1.28998e-05,1.28998e-05
184,5581.41,0.58678,0.41448,1.15649,0.96392,0.98302,0.99261,0.85787,0.58509,0.30683,1.14795,1.19817e-05,1.19817e-05,1.19817e-05
185,5611.7,0.59274,0.42144,1.17211,0.96709,0.97838,0.99173,0.85792,0.58052,0.31109,1.14352,1.11148e-05,1.11148e-05,1.11148e-05
186,5642.55,0.34784,0.21975,1.08476,0.95158,0.97633,0.98945,0.84507,0.60422,0.34796,1.18295,1.02994e-05,1.02994e-05,1.02994e-05
187,5672.93,0.34979,0.19134,1.07711,0.9574,0.96236,0.98721,0.83707,0.62512,0.37251,1.21583,9.53572e-06,9.53572e-06,9.53572e-06
188,5703.31,0.33841,0.17904,1.07541,0.96107,0.95913,0.98935,0.83831,0.62645,0.36876,1.21683,8.82385e-06,8.82385e-06,8.82385e-06
189,5733.68,0.34357,0.17642,1.06515,0.95452,0.96799,0.98792,0.83351,0.63212,0.3687,1.22636,8.164e-06,8.164e-06,8.164e-06
190,5764.03,0.34064,0.17794,1.06661,0.95834,0.95927,0.98583,0.83494,0.62652,0.3691,1.2177,7.55633e-06,7.55633e-06,7.55633e-06
191,5794.39,0.33755,0.17315,1.07077,0.96002,0.96157,0.98834,0.83636,0.63162,0.36402,1.22494,7.00101e-06,7.00101e-06,7.00101e-06
192,5824.77,0.33691,0.17165,1.0559,0.95992,0.96575,0.98732,0.83772,0.62816,0.3563,1.21935,6.49816e-06,6.49816e-06,6.49816e-06
193,5855.13,0.33172,0.16997,1.0607,0.96396,0.95831,0.98714,0.83818,0.63205,0.36252,1.22704,6.0479e-06,6.0479e-06,6.0479e-06
194,5885.47,0.33554,0.16711,1.05701,0.96212,0.96581,0.98741,0.83965,0.62426,0.35396,1.21624,5.65036e-06,5.65036e-06,5.65036e-06
195,5915.79,0.3292,0.16616,1.06881,0.96219,0.96298,0.9878,0.84302,0.61643,0.35386,1.20258,5.30562e-06,5.30562e-06,5.30562e-06
196,5946.14,0.33044,0.16655,1.06728,0.96282,0.96389,0.98758,0.84372,0.61759,0.35099,1.20425,5.01378e-06,5.01378e-06,5.01378e-06
197,5976.5,0.33262,0.16383,1.06704,0.96425,0.96368,0.9878,0.8424,0.62145,0.35314,1.20903,4.77489e-06,4.77489e-06,4.77489e-06
198,6006.84,0.33515,0.16516,1.06542,0.95501,0.9734,0.98769,0.84133,0.6198,0.34989,1.20564,4.58904e-06,4.58904e-06,4.58904e-06
199,6037.17,0.32453,0.16435,1.05606,0.96021,0.97205,0.98706,0.84529,0.61234,0.34983,1.19489,4.45625e-06,4.45625e-06,4.45625e-06
200,6067.51,0.32971,0.16756,1.05671,0.95994,0.97493,0.98836,0.84709,0.61155,0.34084,1.19379,4.37656e-06,4.37656e-06,4.37656e-06
