epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,515.37,1.07488,1.08938,0.02698,0.9227,0.92036,0.9778,0.78021,0.79508,0.49483,0.02908,0.000430526,0.000430526,0.000430526
15,552.95,1.0829,1.0652,0.02714,0.90423,0.91982,0.97227,0.7561,0.87311,0.53531,0.03248,0.000429814,0.000429814,0.000429814
16,590.55,1.05072,1.07138,0.02612,0.89292,0.89254,0.9585,0.73623,0.88275,0.56349,0.0321,0.000429051,0.000429051,0.000429051
17,628.133,1.05655,1.0536,0.02676,0.95643,0.92437,0.97857,0.76019,0.87197,0.43037,0.03219,0.000428235,0.000428235,0.000428235
18,665.729,1.04137,1.01434,0.02632,0.96738,0.95374,0.98779,0.78984,0.82103,0.36331,0.02993,0.000427368,0.000427368,0.000427368
19,703.282,1.05078,0.99804,0.02658,0.9379,0.92925,0.97128,0.79144,0.76942,0.45148,0.02725,0.00042645,0.00042645,0.00042645
20,740.929,1.03394,0.98918,0.02602,0.90808,0.96367,0.97507,0.80574,0.74088,0.39054,0.02692,0.000425481,0.000425481,0.000425481
21,778.518,1.02478,0.95254,0.02565,0.93523,0.89642,0.97859,0.79718,0.76706,0.44957,0.02762,0.000424461,0.000424461,0.000424461
22,816.107,1.02269,0.96276,0.02584,0.94328,0.93134,0.97936,0.77982,0.8118,0.39468,0.03029,0.000423391,0.000423391,0.000423391
23,853.705,1.01229,0.93199,0.02541,0.91191,0.89609,0.98112,0.77713,0.78222,0.55292,0.02731,0.00042227,0.00042227,0.00042227
24,891.274,1.00868,0.90014,0.0251,0.94409,0.92112,0.97817,0.78368,0.79627,0.42147,0.02875,0.000421099,0.000421099,0.000421099
25,928.858,1.02068,0.90464,0.02554,0.94321,0.89861,0.97818,0.75092,0.87203,0.43305,0.03165,0.000419879,0.000419879,0.000419879
26,966.454,1.01428,0.89395,0.02509,0.91765,0.94775,0.97959,0.80472,0.73212,0.41358,0.0258,0.000418609,0.000418609,0.000418609
27,1004.08,0.98963,0.89225,0.02472,0.91824,0.79596,0.96024,0.74434,0.85172,0.67486,0.03103,0.000417291,0.000417291,0.000417291
28,1041.65,1.00463,0.86605,0.02489,0.93325,0.95045,0.98102,0.76188,0.84791,0.38132,0.02981,0.000415923,0.000415923,0.000415923
29,1079.24,1.0122,0.89747,0.02513,0.9623,0.95581,0.98594,0.81047,0.71436,0.30918,0.02563,0.000414507,0.000414507,0.000414507
30,1116.91,1.00152,0.8832,0.02465,0.95148,0.94482,0.98706,0.80354,0.73194,0.3641,0.02528,0.000413043,0.000413043,0.000413043
31,1154.45,0.98737,0.87764,0.02466,0.93804,0.95314,0.98569,0.79061,0.82151,0.34809,0.02994,0.000411531,0.000411531,0.000411531
32,1192.03,0.96738,0.86074,0.02399,0.95402,0.96008,0.98863,0.76124,0.92911,0.33532,0.03376,0.000409972,0.000409972,0.000409972
33,1229.63,1.0352,0.85666,0.0259,0.9269,0.92601,0.97939,0.79716,0.78592,0.40058,0.0287,0.000408366,0.000408366,0.000408366
34,1267.25,0.97717,0.84501,0.02443,0.94302,0.94544,0.98044,0.80296,0.7285,0.34786,0.02551,0.000406713,0.000406713,0.000406713
35,1304.82,0.969,0.87543,0.02398,0.95548,0.928,0.98202,0.82299,0.69073,0.34777,0.0245,0.000405014,0.000405014,0.000405014
36,1342.46,0.95895,0.83219,0.02367,0.94659,0.95036,0.98766,0.80082,0.72135,0.3157,0.02498,0.00040327,0.00040327,0.00040327
37,1380.04,0.96672,0.82676,0.02384,0.965,0.96329,0.99141,0.82169,0.69927,0.28867,0.02418,0.00040148,0.00040148,0.00040148
38,1417.65,0.97391,0.85089,0.02393,0.95053,0.98084,0.99157,0.82666,0.69266,0.25798,0.02485,0.000399645,0.000399645,0.000399645
39,1455.27,0.96567,0.78403,0.02373,0.9492,0.91186,0.98439,0.80234,0.74151,0.34852,0.02598,0.000397766,0.000397766,0.000397766
40,1492.83,0.97535,0.80957,0.02416,0.93843,0.93727,0.98598,0.78977,0.77777,0.35231,0.02774,0.000395843,0.000395843,0.000395843
41,1530.37,0.91317,0.7689,0.02248,0.93811,0.97333,0.98785,0.80895,0.7338,0.28966,0.02595,0.000393877,0.000393877,0.000393877
42,1567.92,0.9553,0.84959,0.0236,0.96178,0.96125,0.98973,0.79167,0.77958,0.27957,0.02784,0.000391867,0.000391867,0.000391867
43,1605.47,0.93799,0.80726,0.02303,0.96533,0.97934,0.98967,0.82671,0.68338,0.26328,0.02389,0.000389815,0.000389815,0.000389815
44,1643.04,0.94529,0.79266,0.02322,0.92246,0.92554,0.98109,0.78946,0.76431,0.42877,0.027,0.000387721,0.000387721,0.000387721
45,1680.61,0.93998,0.83314,0.02286,0.96373,0.90838,0.98674,0.79749,0.76802,0.36348,0.02727,0.000385586,0.000385586,0.000385586
46,1718.19,0.92446,0.76833,0.02267,0.93771,0.96782,0.98618,0.82988,0.66575,0.34545,0.02275,0.000383409,0.000383409,0.000383409
47,1755.76,0.93142,0.76061,0.02277,0.91093,0.947,0.97621,0.81399,0.70555,0.35098,0.02525,0.000381193,0.000381193,0.000381193
48,1793.3,0.93437,0.77495,0.02328,0.93605,0.96614,0.98685,0.80423,0.74404,0.31873,0.02714,0.000378936,0.000378936,0.000378936
49,1830.88,0.91322,0.78576,0.02253,0.93193,0.9638,0.98726,0.80926,0.72108,0.32269,0.0256,0.00037664,0.00037664,0.00037664
50,1868.48,0.8988,0.75582,0.02181,0.96907,0.94942,0.98793,0.83531,0.67087,0.28261,0.02352,0.000374306,0.000374306,0.000374306
51,1906.08,0.90212,0.76036,0.02173,0.95148,0.96282,0.98662,0.79255,0.77198,0.30237,0.02687,0.000371933,0.000371933,0.000371933
52,1943.68,0.93391,0.7485,0.02284,0.96784,0.94965,0.98875,0.82433,0.69224,0.28348,0.02409,0.000369522,0.000369522,0.000369522
53,1981.25,0.90415,0.74656,0.02208,0.91397,0.94523,0.98774,0.82489,0.68302,0.33418,0.0244,0.000367075,0.000367075,0.000367075
54,2018.79,0.91321,0.74379,0.02264,0.94277,0.95801,0.98185,0.80928,0.72242,0.31684,0.02509,0.000364591,0.000364591,0.000364591
55,2056.37,0.9048,0.74111,0.02174,0.95987,0.97147,0.99328,0.83279,0.66554,0.25844,0.0225,0.000362072,0.000362072,0.000362072
56,2093.97,0.90606,0.73711,0.0221,0.96563,0.96858,0.99248,0.82971,0.67397,0.25909,0.02342,0.000359517,0.000359517,0.000359517
57,2131.5,0.87812,0.74663,0.02134,0.96265,0.96067,0.99256,0.83794,0.64961,0.25477,0.02281,0.000356928,0.000356928,0.000356928
58,2169.12,0.90265,0.73156,0.02213,0.96052,0.96905,0.99226,0.82437,0.6995,0.25862,0.02493,0.000354305,0.000354305,0.000354305
59,2206.7,0.89807,0.73782,0.02201,0.95039,0.9829,0.9917,0.82701,0.69217,0.2546,0.02421,0.000351649,0.000351649,0.000351649
60,2244.28,0.91703,0.72265,0.0219,0.96313,0.94405,0.98969,0.83995,0.63763,0.28348,0.02183,0.00034896,0.00034896,0.00034896
61,2281.88,0.87719,0.70905,0.02121,0.96412,0.96953,0.99196,0.81991,0.71114,0.28454,0.0256,0.00034624,0.00034624,0.00034624
62,2319.46,0.89626,0.73175,0.0217,0.96995,0.97463,0.99334,0.83935,0.63624,0.25507,0.02167,0.000343488,0.000343488,0.000343488
63,2357.01,0.88055,0.73913,0.02135,0.93008,0.93583,0.98428,0.81262,0.71874,0.33917,0.02531,0.000340706,0.000340706,0.000340706
64,2394.56,0.86124,0.71012,0.02084,0.9783,0.96036,0.99242,0.84525,0.61903,0.24148,0.02142,0.000337893,0.000337893,0.000337893
65,2432.14,0.86925,0.69768,0.02129,0.97438,0.97661,0.99212,0.84104,0.64101,0.22301,0.02191,0.000335052,0.000335052,0.000335052
66,2469.72,0.87938,0.71842,0.02153,0.96394,0.982,0.99274,0.82375,0.69042,0.24535,0.02453,0.000332182,0.000332182,0.000332182
67,2507.27,0.86853,0.69162,0.02121,0.96745,0.97194,0.99195,0.82552,0.68766,0.25352,0.02412,0.000329284,0.000329284,0.000329284
68,2544.85,0.84638,0.68061,0.02066,0.97622,0.96692,0.99158,0.84237,0.63315,0.2406,0.02166,0.00032636,0.00032636,0.00032636
69,2582.38,0.8661,0.68711,0.02114,0.96808,0.95406,0.99369,0.85089,0.60061,0.2479,0.02038,0.000323409,0.000323409,0.000323409
70,2619.97,0.86438,0.67731,0.02082,0.93299,0.97968,0.99313,0.83903,0.63614,0.25444,0.02186,0.000320432,0.000320432,0.000320432
71,2657.51,0.86661,0.67761,0.02102,0.96557,0.94885,0.98926,0.84575,0.60102,0.28253,0.02057,0.000317431,0.000317431,0.000317431
72,2695.04,0.85355,0.66135,0.0208,0.96232,0.98147,0.99253,0.84762,0.62024,0.23863,0.02123,0.000314405,0.000314405,0.000314405
73,2732.58,0.85714,0.65583,0.0208,0.96891,0.97486,0.99351,0.8414,0.62115,0.24116,0.02146,0.000311356,0.000311356,0.000311356
74,2770.16,0.85246,0.66483,0.0204,0.98335,0.98413,0.9941,0.83591,0.65595,0.21131,0.0226,0.000308284,0.000308284,0.000308284
75,2807.68,0.84603,0.68094,0.02063,0.96083,0.97254,0.99065,0.8469,0.60496,0.2318,0.0202,0.000305191,0.000305191,0.000305191
76,2845.25,0.84347,0.66896,0.02035,0.98293,0.95268,0.99284,0.83951,0.65213,0.23994,0.02255,0.000302076,0.000302076,0.000302076
77,2882.78,0.82481,0.64615,0.02019,0.98076,0.99349,0.99465,0.85355,0.61481,0.19046,0.02125,0.000298941,0.000298941,0.000298941
78,2920.35,0.84251,0.67465,0.02071,0.96313,0.96982,0.99255,0.85985,0.58859,0.23827,0.01999,0.000295787,0.000295787,0.000295787
79,2957.91,0.84827,0.67017,0.02045,0.94725,0.95169,0.99027,0.85419,0.58961,0.28928,0.01989,0.000292614,0.000292614,0.000292614
80,2995.44,0.83605,0.64994,0.02015,0.96126,0.9664,0.99291,0.86127,0.57692,0.24108,0.01947,0.000289423,0.000289423,0.000289423
81,3033.01,0.84272,0.6342,0.02037,0.9746,0.9431,0.98959,0.84364,0.62274,0.25977,0.02078,0.000286214,0.000286214,0.000286214
82,3070.57,0.83474,0.63574,0.01975,0.95766,0.97936,0.99143,0.85215,0.60365,0.23249,0.02025,0.000282989,0.000282989,0.000282989
83,3108.15,0.82098,0.60889,0.01959,0.96831,0.97605,0.99408,0.84508,0.63037,0.22081,0.02168,0.000279749,0.000279749,0.000279749
84,3145.75,0.83493,0.64133,0.01973,0.98733,0.96666,0.99401,0.85416,0.59124,0.2071,0.02042,0.000276493,0.000276493,0.000276493
85,3183.27,0.83692,0.62717,0.01998,0.98173,0.97744,0.99256,0.85242,0.59415,0.21797,0.02021,0.000273224,0.000273224,0.000273224
86,3220.8,0.81407,0.61928,0.01944,0.9683,0.96397,0.99182,0.84879,0.60699,0.23659,0.02067,0.000269942,0.000269942,0.000269942
87,3258.32,0.80881,0.61581,0.01913,0.9555,0.98324,0.99385,0.84767,0.6078,0.23222,0.02062,0.000266647,0.000266647,0.000266647
88,3295.87,0.82196,0.65247,0.01972,0.97212,0.97412,0.99271,0.84672,0.63607,0.22078,0.02216,0.00026334,0.00026334,0.00026334
89,3333.4,0.81652,0.64293,0.02009,0.9832,0.97245,0.99452,0.86012,0.5766,0.20203,0.01936,0.000260023,0.000260023,0.000260023
90,3370.93,0.79915,0.61107,0.0193,0.98599,0.98748,0.99451,0.85164,0.60606,0.19345,0.02049,0.000256696,0.000256696,0.000256696
91,3408.47,0.80889,0.60337,0.01932,0.9797,0.96747,0.99396,0.84522,0.62306,0.23155,0.02102,0.000253359,0.000253359,0.000253359
92,3446.05,0.81778,0.60643,0.01946,0.9862,0.97222,0.99425,0.85356,0.61028,0.20624,0.02112,0.000250015,0.000250015,0.000250015
93,3483.61,0.80331,0.6053,0.01914,0.98163,0.95113,0.99343,0.85351,0.59803,0.22967,0.02027,0.000246662,0.000246662,0.000246662
94,3521.15,0.81089,0.62301,0.0193,0.98147,0.98129,0.99481,0.84069,0.62672,0.21623,0.02138,0.000243304,0.000243304,0.000243304
95,3558.72,0.81368,0.62167,0.01942,0.98256,0.95915,0.99265,0.85874,0.59102,0.23827,0.02028,0.000239939,0.000239939,0.000239939
96,3596.27,0.79111,0.59857,0.01881,0.97515,0.96645,0.99302,0.87075,0.55805,0.21027,0.01911,0.000236569,0.000236569,0.000236569
97,3633.83,0.79007,0.59362,0.01887,0.97675,0.96425,0.99399,0.85424,0.61067,0.21765,0.02136,0.000233195,0.000233195,0.000233195
98,3671.37,0.81743,0.58786,0.01946,0.96725,0.97917,0.99375,0.86805,0.56595,0.21232,0.01925,0.000229818,0.000229818,0.000229818
99,3708.89,0.79763,0.59716,0.01903,0.96116,0.97511,0.99319,0.86228,0.57094,0.21639,0.01955,0.000226439,0.000226439,0.000226439
100,3746.41,0.77465,0.58846,0.01844,0.97879,0.95678,0.99263,0.86638,0.5562,0.22121,0.01876,0.000223057,0.000223057,0.000223057
101,3783.93,0.77425,0.60598,0.01826,0.97482,0.95515,0.99298,0.85731,0.59015,0.22866,0.02033,0.000219675,0.000219675,0.000219675
102,3821.49,0.78723,0.59438,0.01876,0.96035,0.97624,0.99251,0.86839,0.55402,0.22269,0.0186,0.000216293,0.000216293,0.000216293
103,3859.02,0.77181,0.60161,0.0184,0.98695,0.96335,0.99309,0.86379,0.56344,0.20436,0.01894,0.000212911,0.000212911,0.000212911
104,3896.58,0.77103,0.55603,0.0184,0.96677,0.97522,0.99272,0.86392,0.55732,0.20284,0.01874,0.000209532,0.000209532,0.000209532
105,3934.09,0.76807,0.58078,0.01839,0.96872,0.96662,0.99298,0.84906,0.6091,0.23069,0.02101,0.000206155,0.000206155,0.000206155
106,3971.6,0.78242,0.58004,0.01831,0.9707,0.97982,0.99393,0.84619,0.61377,0.20831,0.02072,0.000202781,0.000202781,0.000202781
107,4009.14,0.76437,0.55669,0.01824,0.97254,0.98169,0.99435,0.85737,0.59663,0.20883,0.02001,0.000199411,0.000199411,0.000199411
108,4046.71,0.77533,0.58974,0.01849,0.97077,0.98463,0.99337,0.87187,0.53773,0.19393,0.01776,0.000196046,0.000196046,0.000196046
109,4084.3,0.75951,0.56937,0.01801,0.96378,0.98604,0.99363,0.86562,0.5705,0.19888,0.01916,0.000192688,0.000192688,0.000192688
110,4121.82,0.75088,0.56029,0.01794,0.97712,0.9826,0.99376,0.86844,0.54034,0.19015,0.01806,0.000189335,0.000189335,0.000189335
111,4159.35,0.78386,0.5857,0.0187,0.98583,0.98415,0.99456,0.87227,0.54168,0.17229,0.01826,0.000185991,0.000185991,0.000185991
112,4196.9,0.7482,0.56634,0.01763,0.98382,0.97751,0.994,0.85935,0.56658,0.19861,0.0194,0.000182654,0.000182654,0.000182654
113,4234.46,0.76996,0.58281,0.01811,0.97802,0.97246,0.99415,0.87399,0.53223,0.19325,0.01753,0.000179327,0.000179327,0.000179327
114,4272.05,0.73127,0.54029,0.01714,0.9813,0.98118,0.99432,0.85381,0.59114,0.19272,0.02004,0.00017601,0.00017601,0.00017601
115,4309.64,0.76664,0.57935,0.01824,0.97954,0.98488,0.99411,0.87404,0.54093,0.18304,0.01828,0.000172703,0.000172703,0.000172703
116,4347.21,0.74281,0.55944,0.01745,0.97834,0.97751,0.99424,0.86362,0.55761,0.20676,0.01862,0.000169408,0.000169408,0.000169408
117,4384.73,0.74295,0.57225,0.0177,0.97467,0.98729,0.99354,0.86552,0.56216,0.19128,0.01865,0.000166126,0.000166126,0.000166126
118,4422.28,0.74468,0.56465,0.01762,0.96491,0.96014,0.99154,0.86038,0.56493,0.24173,0.01894,0.000162857,0.000162857,0.000162857
119,4459.85,0.75214,0.56379,0.01763,0.97484,0.98247,0.9942,0.85554,0.58054,0.20822,0.01922,0.000159601,0.000159601,0.000159601
120,4497.37,0.73223,0.53294,0.01722,0.9677,0.98164,0.99338,0.85539,0.58921,0.2118,0.01985,0.000156361,0.000156361,0.000156361
121,4534.91,0.73139,0.53666,0.01714,0.98308,0.9806,0.99435,0.8791,0.53048,0.18311,0.01769,0.000153136,0.000153136,0.000153136
122,4572.5,0.7259,0.53778,0.01705,0.97005,0.98571,0.99465,0.87217,0.55429,0.20282,0.01866,0.000149927,0.000149927,0.000149927
123,4610.06,0.72637,0.53079,0.01667,0.9728,0.97762,0.99369,0.87257,0.53836,0.2066,0.01796,0.000146736,0.000146736,0.000146736
124,4647.57,0.73732,0.5513,0.01745,0.97813,0.98854,0.99477,0.86884,0.55539,0.18284,0.01848,0.000143563,0.000143563,0.000143563
125,4685.08,0.73652,0.5341,0.01736,0.97446,0.98299,0.99445,0.87292,0.54911,0.1916,0.01834,0.000140409,0.000140409,0.000140409
126,4722.62,0.71236,0.50744,0.01671,0.98806,0.97451,0.99383,0.87822,0.52328,0.18552,0.01753,0.000137274,0.000137274,0.000137274
127,4760.12,0.73081,0.53618,0.01712,0.96448,0.97818,0.99279,0.87921,0.51599,0.20189,0.01703,0.000134159,0.000134159,0.000134159
128,4797.72,0.70833,0.55609,0.01678,0.96373,0.99227,0.9939,0.87134,0.534,0.19472,0.01783,0.000131066,0.000131066,0.000131066
129,4835.28,0.71402,0.53805,0.01678,0.97161,0.97966,0.99467,0.87371,0.53691,0.18746,0.01771,0.000127994,0.000127994,0.000127994
130,4872.84,0.72304,0.53017,0.01692,0.98118,0.98047,0.99447,0.87593,0.53637,0.18182,0.01786,0.000124945,0.000124945,0.000124945
131,4910.37,0.70753,0.51827,0.01669,0.97991,0.99003,0.99486,0.87213,0.54048,0.17714,0.0178,0.000121919,0.000121919,0.000121919
132,4947.93,0.72239,0.55465,0.01693,0.98883,0.97043,0.99441,0.88526,0.51525,0.18172,0.01711,0.000118918,0.000118918,0.000118918
133,4985.51,0.71065,0.50608,0.01648,0.9682,0.97935,0.99177,0.87764,0.51886,0.19976,0.01712,0.000115941,0.000115941,0.000115941
134,5023.04,0.71654,0.52607,0.01694,0.97072,0.99093,0.99336,0.88276,0.5115,0.17089,0.01689,0.00011299,0.00011299,0.00011299
135,5060.58,0.70309,0.51827,0.01647,0.98832,0.98947,0.99474,0.88398,0.51584,0.17094,0.01696,0.000110066,0.000110066,0.000110066
136,5098.1,0.68227,0.50199,0.01602,0.9896,0.98227,0.99486,0.88112,0.52544,0.17123,0.01741,0.000107168,0.000107168,0.000107168
137,5135.64,0.70536,0.5084,0.01651,0.98354,0.98,0.99395,0.88812,0.50491,0.19029,0.01677,0.000104298,0.000104298,0.000104298
138,5173.21,0.69576,0.52639,0.01617,0.98746,0.97044,0.99434,0.88964,0.50682,0.18846,0.0168,0.000101457,0.000101457,0.000101457
139,5210.81,0.69415,0.51388,0.0164,0.96261,0.98413,0.99376,0.88065,0.51534,0.19451,0.0169,9.86444e-05,9.86444e-05,9.86444e-05
140,5248.35,0.69215,0.49793,0.01613,0.97438,0.97746,0.99463,0.8814,0.51969,0.19463,0.01706,9.5862e-05,9.5862e-05,9.5862e-05
141,5285.89,0.69599,0.52211,0.01638,0.9807,0.98048,0.99395,0.8845,0.5055,0.1817,0.01654,9.31101e-05,9.31101e-05,9.31101e-05
142,5323.46,0.68958,0.50212,0.01595,0.97928,0.98808,0.99454,0.88751,0.506,0.17388,0.01664,9.03895e-05,9.03895e-05,9.03895e-05
143,5360.98,0.68944,0.49949,0.01611,0.97524,0.98677,0.99404,0.88313,0.50571,0.18819,0.01652,8.77008e-05,8.77008e-05,8.77008e-05
144,5398.57,0.69017,0.50665,0.01596,0.97673,0.98043,0.99396,0.89158,0.49205,0.18255,0.0162,8.50446e-05,8.50446e-05,8.50446e-05
145,5436.13,0.66844,0.50005,0.01568,0.98212,0.98803,0.99481,0.88654,0.4942,0.1665,0.01613,8.24217e-05,8.24217e-05,8.24217e-05
146,5473.64,0.68798,0.49972,0.01605,0.97983,0.98602,0.99462,0.88589,0.49214,0.16952,0.01604,7.98326e-05,7.98326e-05,7.98326e-05
147,5511.17,0.69149,0.51523,0.01617,0.97823,0.98314,0.99266,0.87827,0.52342,0.18012,0.0173,7.7278e-05,7.7278e-05,7.7278e-05
148,5548.67,0.66391,0.47723,0.01538,0.98848,0.98205,0.99448,0.88262,0.51149,0.17278,0.01686,7.47586e-05,7.47586e-05,7.47586e-05
149,5586.21,0.68025,0.49612,0.01563,0.98108,0.98175,0.99403,0.88569,0.49922,0.1753,0.01638,7.22749e-05,7.22749e-05,7.22749e-05
150,5623.71,0.67208,0.5029,0.01563,0.9841,0.97846,0.99446,0.88434,0.509,0.17402,0.01676,6.98276e-05,6.98276e-05,6.98276e-05
151,5661.23,0.67635,0.46032,0.01561,0.98039,0.9842,0.99412,0.88051,0.50809,0.16756,0.01672,6.74172e-05,6.74172e-05,6.74172e-05
152,5698.77,0.6776,0.48965,0.01554,0.97578,0.98881,0.99413,0.88365,0.50465,0.16868,0.01668,6.50445e-05,6.50445e-05,6.50445e-05
153,5736.26,0.65839,0.471,0.01522,0.97952,0.97843,0.99284,0.88325,0.50976,0.17852,0.01679,6.27098e-05,6.27098e-05,6.27098e-05
154,5773.83,0.68662,0.47325,0.01596,0.98205,0.98218,0.99398,0.88011,0.52354,0.17628,0.01724,6.04139e-05,6.04139e-05,6.04139e-05
155,5811.35,0.65041,0.45378,0.01483,0.98704,0.97892,0.99408,0.88148,0.51275,0.16973,0.01677,5.81573e-05,5.81573e-05,5.81573e-05
156,5848.86,0.65633,0.46556,0.01502,0.98514,0.98419,0.99415,0.87886,0.5261,0.17597,0.01748,5.59406e-05,5.59406e-05,5.59406e-05
157,5886.37,0.6721,0.48934,0.01572,0.98491,0.98175,0.99358,0.87737,0.50653,0.17216,0.01663,5.37642e-05,5.37642e-05,5.37642e-05
158,5923.94,0.65918,0.48746,0.01521,0.98127,0.98749,0.994,0.88332,0.50006,0.16154,0.01652,5.16288e-05,5.16288e-05,5.16288e-05
159,5961.5,0.65786,0.47949,0.01515,0.98191,0.98331,0.99392,0.88336,0.50583,0.17062,0.0166,4.95349e-05,4.95349e-05,4.95349e-05
160,5999.05,0.65756,0.47791,0.01522,0.98144,0.97965,0.99387,0.88386,0.50275,0.17566,0.01653,4.74829e-05,4.74829e-05,4.74829e-05
161,6036.61,0.66551,0.48962,0.01543,0.99125,0.97355,0.99436,0.88753,0.50986,0.17076,0.01671,4.54734e-05,4.54734e-05,4.54734e-05
162,6074.17,0.65266,0.48148,0.01506,0.98552,0.97873,0.99428,0.88461,0.50636,0.17109,0.01657,4.35069e-05,4.35069e-05,4.35069e-05
163,6111.7,0.66368,0.46575,0.01518,0.98329,0.97792,0.99381,0.88703,0.50128,0.17225,0.01646,4.15839e-05,4.15839e-05,4.15839e-05
164,6149.25,0.65746,0.46697,0.01518,0.98739,0.98251,0.99424,0.88371,0.51251,0.16766,0.01688,3.97048e-05,3.97048e-05,3.97048e-05
165,6186.83,0.67667,0.50087,0.01574,0.98687,0.9748,0.99393,0.88109,0.51894,0.17596,0.01708,3.78701e-05,3.78701e-05,3.78701e-05
166,6224.34,0.66723,0.47184,0.01556,0.98354,0.98261,0.99399,0.88151,0.51524,0.17264,0.01689,3.60803e-05,3.60803e-05,3.60803e-05
167,6261.86,0.66826,0.50048,0.0155,0.98079,0.98363,0.99362,0.88702,0.50806,0.1714,0.01661,3.43357e-05,3.43357e-05,3.43357e-05
168,6299.39,0.65149,0.46382,0.0151,0.98532,0.98177,0.9944,0.88704,0.50575,0.16969,0.01653,3.26369e-05,3.26369e-05,3.26369e-05
169,6336.93,0.66296,0.48047,0.01542,0.98846,0.97876,0.99394,0.88446,0.51622,0.17722,0.01699,3.09843e-05,3.09843e-05,3.09843e-05
170,6374.51,0.6643,0.47585,0.01512,0.98932,0.98052,0.99475,0.88749,0.50469,0.16752,0.01653,2.93782e-05,2.93782e-05,2.93782e-05
171,6412.02,0.66396,0.47237,0.01538,0.97991,0.97911,0.99391,0.88561,0.50366,0.17836,0.01653,2.7819e-05,2.7819e-05,2.7819e-05
172,6449.57,0.65076,0.46408,0.01507,0.97405,0.98526,0.99382,0.88716,0.49771,0.17594,0.01632,2.63072e-05,2.63072e-05,2.63072e-05
173,6487.13,0.66585,0.48211,0.0154,0.97342,0.99117,0.99414,0.8873,0.50143,0.17032,0.01647,2.48431e-05,2.48431e-05,2.48431e-05
174,6524.65,0.64084,0.45262,0.01472,0.97668,0.99026,0.99419,0.88654,0.5038,0.16617,0.01643,2.34271e-05,2.34271e-05,2.34271e-05
175,6562.22,0.65393,0.47747,0.01497,0.98187,0.97757,0.99411,0.88665,0.50608,0.17849,0.01656,2.20595e-05,2.20595e-05,2.20595e-05
176,6599.74,0.63275,0.42354,0.01415,0.97723,0.9802,0.99377,0.88695,0.50004,0.17925,0.01636,2.07406e-05,2.07406e-05,2.07406e-05
177,6637.28,0.62988,0.43659,0.01448,0.9855,0.98315,0.99468,0.88768,0.49996,0.16765,0.01632,1.94709e-05,1.94709e-05,1.94709e-05
178,6674.77,0.64616,0.47618,0.01486,0.9704,0.98703,0.99408,0.88949,0.50318,0.17369,0.01647,1.82505e-05,1.82505e-05,1.82505e-05
179,6712.29,0.65022,0.48504,0.015,0.98377,0.98277,0.99457,0.88771,0.49868,0.16755,0.01632,1.70798e-05,1.70798e-05,1.70798e-05
180,6749.81,0.64864,0.47571,0.01504,0.98861,0.98288,0.99417,0.88327,0.50232,0.16571,0.01645,1.59592e-05,1.59592e-05,1.59592e-05
