epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,6787.33,0.63886,0.46387,0.01483,0.98085,0.98682,0.99428,0.88245,0.50585,0.16567,0.01663,1.48888e-05,1.48888e-05,1.48888e-05
182,6824.94,0.64431,0.4826,0.01474,0.99142,0.98146,0.99428,0.88455,0.50189,0.16368,0.01645,1.38689e-05,1.38689e-05,1.38689e-05
183,6862.48,0.63302,0.45921,0.01445,0.98902,0.97501,0.99424,0.88277,0.50393,0.16488,0.01649,1.28998e-05,1.28998e-05,1.28998e-05
184,6900.06,0.63798,0.46394,0.01459,0.98914,0.98133,0.99445,0.88362,0.50136,0.16345,0.01642,1.19817e-05,1.19817e-05,1.19817e-05
185,6937.6,0.64624,0.47297,0.01497,0.97491,0.99235,0.99486,0.88403,0.50147,0.16656,0.01645,1.11148e-05,1.11148e-05,1.11148e-05
186,6975.61,0.39515,0.25819,0.01282,0.97734,0.97653,0.9924,0.86422,0.56917,0.21623,0.01926,1.02994e-05,1.02994e-05,1.02994e-05
187,7012.84,0.39826,0.18913,0.01271,0.97087,0.95516,0.98877,0.85143,0.59836,0.27026,0.02048,9.53572e-06,9.53572e-06,9.53572e-06
188,7050.07,0.37783,0.16308,0.01235,0.97373,0.96227,0.98947,0.85301,0.59534,0.2506,0.02038,8.82385e-06,8.82385e-06,8.82385e-06
189,7087.32,0.38127,0.15878,0.0121,0.97127,0.96128,0.99015,0.85762,0.58856,0.23644,0.02,8.164e-06,8.164e-06,8.164e-06
190,7124.57,0.37914,0.15801,0.01209,0.97351,0.9661,0.99149,0.85914,0.5797,0.22451,0.01971,7.55633e-06,7.55633e-06,7.55633e-06
191,7161.78,0.37428,0.14868,0.01211,0.97487,0.95849,0.99091,0.85957,0.57566,0.22892,0.01956,7.00101e-06,7.00101e-06,7.00101e-06
192,7198.99,0.37243,0.15072,0.01179,0.97625,0.96016,0.99124,0.86128,0.57049,0.22094,0.01928,6.49816e-06,6.49816e-06,6.49816e-06
193,7236.22,0.37882,0.14793,0.01206,0.98012,0.96116,0.99093,0.86129,0.5682,0.22028,0.01928,6.0479e-06,6.0479e-06,6.0479e-06
194,7273.45,0.37394,0.14028,0.01185,0.97974,0.96315,0.99135,0.86356,0.56755,0.21462,0.01919,5.65036e-06,5.65036e-06,5.65036e-06
195,7310.66,0.36918,0.13915,0.01197,0.9789,0.96141,0.99095,0.86477,0.56378,0.21681,0.0191,5.30562e-06,5.30562e-06,5.30562e-06
196,7347.88,0.37426,0.14645,0.01189,0.95369,0.9841,0.99057,0.86381,0.56526,0.21401,0.01913,5.01378e-06,5.01378e-06,5.01378e-06
197,7385.05,0.37284,0.14071,0.01185,0.97324,0.96013,0.99071,0.86375,0.56491,0.21646,0.0191,4.77489e-06,4.77489e-06,4.77489e-06
198,7422.26,0.36958,0.13621,0.01186,0.9813,0.95723,0.99099,0.86312,0.56474,0.21404,0.01907,4.58904e-06,4.58904e-06,4.58904e-06
199,7459.46,0.35917,0.13299,0.01138,0.96693,0.96703,0.99131,0.86549,0.55895,0.21651,0.01886,4.45625e-06,4.45625e-06,4.45625e-06
200,7496.67,0.36701,0.14212,0.01166,0.96832,0.96453,0.99165,0.86699,0.55462,0.21164,0.01869,4.37656e-06,4.37656e-06,4.37656e-06
