epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,3031.09,0.77992,0.63567,1.31061,0.98609,0.98074,0.995,0.83414,0.66819,0.35367,1.24647,0.000335052,0.000335052,0.000335052
66,3077.64,0.79318,0.6526,1.32231,0.98061,0.97985,0.99463,0.81768,0.72449,0.37388,1.3324,0.000332182,0.000332182,0.000332182
67,3124.24,0.76357,0.63806,1.30131,0.97917,0.98141,0.99495,0.83863,0.66924,0.33997,1.25449,0.000329284,0.000329284,0.000329284
68,3170.75,0.77535,0.63282,1.31478,0.94742,0.97819,0.98496,0.82189,0.67529,0.41988,1.26997,0.00032636,0.00032636,0.00032636
69,3217.33,0.79908,0.65784,1.33391,0.91286,0.97444,0.99438,0.84466,0.64139,0.44644,1.22693,0.000323409,0.000323409,0.000323409
70,3263.9,0.77167,0.626,1.31036,0.97926,0.97186,0.99047,0.83059,0.65967,0.35688,1.24195,0.000320432,0.000320432,0.000320432
71,3310.41,0.77806,0.63666,1.31079,0.97115,0.97551,0.99403,0.83277,0.67591,0.38017,1.26811,0.000317431,0.000317431,0.000317431
72,3356.96,0.773,0.62847,1.3047,0.93914,0.98886,0.99477,0.84227,0.63784,0.37638,1.21885,0.000314405,0.000314405,0.000314405
73,3403.51,0.76244,0.63181,1.29556,0.96835,0.94662,0.98226,0.8317,0.65544,0.40855,1.22364,0.000311356,0.000311356,0.000311356
74,3450.1,0.76875,0.61697,1.29765,0.9598,0.96411,0.98921,0.83536,0.64597,0.37994,1.23603,0.000308284,0.000308284,0.000308284
75,3496.65,0.76306,0.60676,1.31051,0.9605,0.97348,0.99401,0.84673,0.63001,0.34471,1.21832,0.000305191,0.000305191,0.000305191
76,3543.17,0.75961,0.60436,1.29642,0.96903,0.98838,0.995,0.84129,0.62345,0.33029,1.1983,0.000302076,0.000302076,0.000302076
77,3589.73,0.73867,0.58904,1.2854,0.97615,0.98588,0.99474,0.83906,0.6387,0.34384,1.22449,0.000298941,0.000298941,0.000298941
78,3636.3,0.76242,0.61684,1.3013,0.96885,0.98617,0.99453,0.85243,0.61682,0.33316,1.19091,0.000295787,0.000295787,0.000295787
79,3682.87,0.76778,0.62286,1.3054,0.96514,0.94058,0.9938,0.8449,0.61213,0.40209,1.19067,0.000292614,0.000292614,0.000292614
80,3729.42,0.75888,0.6113,1.29122,0.97435,0.98191,0.99495,0.84693,0.62817,0.33829,1.19084,0.000289423,0.000289423,0.000289423
81,3775.91,0.75282,0.60332,1.28675,0.9846,0.99128,0.995,0.85702,0.59716,0.29941,1.16531,0.000286214,0.000286214,0.000286214
82,3822.51,0.74043,0.58854,1.27604,0.97711,0.98343,0.9935,0.83927,0.62173,0.31488,1.20467,0.000282989,0.000282989,0.000282989
83,3869.06,0.7315,0.57343,1.27813,0.97439,0.96036,0.99225,0.83055,0.65235,0.37385,1.2306,0.000279749,0.000279749,0.000279749
84,3915.58,0.75134,0.59273,1.28722,0.97817,0.97789,0.99369,0.84552,0.62865,0.34134,1.19601,0.000276493,0.000276493,0.000276493
85,3962.12,0.73994,0.59653,1.2818,0.99001,0.99174,0.99479,0.8519,0.62691,0.30005,1.20769,0.000273224,0.000273224,0.000273224
86,4008.66,0.73347,0.57535,1.27477,0.98929,0.99034,0.995,0.85772,0.61384,0.30232,1.18237,0.000269942,0.000269942,0.000269942
87,4055.25,0.74181,0.57968,1.27893,0.98693,0.98187,0.99471,0.85926,0.59785,0.31815,1.15441,0.000266647,0.000266647,0.000266647
88,4101.82,0.72622,0.58417,1.27309,0.96193,0.94383,0.98773,0.85392,0.58665,0.41656,1.15212,0.00026334,0.00026334,0.00026334
89,4148.4,0.74688,0.60127,1.28412,0.97372,0.98688,0.99479,0.85522,0.59327,0.30279,1.17373,0.000260023,0.000260023,0.000260023
90,4194.95,0.7346,0.57131,1.2759,0.99027,0.98857,0.99469,0.85916,0.59205,0.30273,1.16075,0.000256696,0.000256696,0.000256696
91,4241.49,0.73125,0.57004,1.27177,0.9746,0.95877,0.99112,0.85137,0.60468,0.3365,1.17948,0.000253359,0.000253359,0.000253359
92,4288.01,0.72864,0.57748,1.27362,0.98328,0.98017,0.99409,0.85199,0.60537,0.30689,1.18275,0.000250015,0.000250015,0.000250015
93,4334.58,0.74404,0.58569,1.28485,0.97957,0.98445,0.99456,0.85142,0.61745,0.31043,1.17374,0.000246662,0.000246662,0.000246662
94,4381.19,0.72194,0.553,1.26657,0.96952,0.98925,0.9935,0.85261,0.59317,0.32311,1.15177,0.000243304,0.000243304,0.000243304
95,4427.81,0.72825,0.55929,1.26884,0.98971,0.99221,0.99289,0.86158,0.57374,0.2953,1.15155,0.000239939,0.000239939,0.000239939
96,4474.43,0.72007,0.55779,1.26439,0.98024,0.98855,0.99401,0.8586,0.59645,0.30797,1.16179,0.000236569,0.000236569,0.000236569
97,4521.02,0.72029,0.53692,1.25971,0.9532,0.96326,0.98997,0.8324,0.67116,0.44124,1.24083,0.000233195,0.000233195,0.000233195
98,4567.67,0.70097,0.54924,1.25009,0.98077,0.98892,0.99482,0.86638,0.59761,0.32743,1.16575,0.000229818,0.000229818,0.000229818
99,4614.36,0.71151,0.54731,1.25442,0.96708,0.98427,0.995,0.85716,0.59873,0.3305,1.16324,0.000226439,0.000226439,0.000226439
100,4661.05,0.69914,0.53843,1.2425,0.98527,0.99257,0.995,0.85773,0.59547,0.30176,1.17628,0.000223057,0.000223057,0.000223057
101,4707.74,0.71893,0.54938,1.25959,0.983,0.99699,0.99475,0.86753,0.57186,0.2955,1.13212,0.000219675,0.000219675,0.000219675
102,4754.47,0.7001,0.536,1.25254,0.98528,0.97079,0.99219,0.8486,0.60033,0.31798,1.17755,0.000216293,0.000216293,0.000216293
103,4801.15,0.69834,0.54524,1.24979,0.98494,0.98029,0.99444,0.86114,0.59441,0.30844,1.1629,0.000212911,0.000212911,0.000212911
104,4847.83,0.69872,0.52469,1.24923,0.97892,0.97746,0.99283,0.86056,0.59609,0.33292,1.1773,0.000209532,0.000209532,0.000209532
105,4894.52,0.69686,0.54165,1.25202,0.98103,0.98504,0.99479,0.85594,0.59107,0.29827,1.16432,0.000206155,0.000206155,0.000206155
106,4941.16,0.69618,0.53617,1.24702,0.99066,0.98661,0.995,0.85228,0.61544,0.33183,1.19572,0.000202781,0.000202781,0.000202781
107,4987.81,0.70187,0.5302,1.25048,0.98794,0.97971,0.99454,0.85219,0.61397,0.31222,1.18407,0.000199411,0.000199411,0.000199411
108,5034.56,0.69601,0.53149,1.24962,0.98439,0.98533,0.995,0.85409,0.59257,0.29175,1.1604,0.000196046,0.000196046,0.000196046
109,5081.25,0.68908,0.52137,1.24473,0.97689,0.98172,0.99486,0.85604,0.58956,0.30125,1.15576,0.000192688,0.000192688,0.000192688
110,5127.92,0.68207,0.52473,1.23193,0.98345,0.99062,0.995,0.85467,0.58339,0.29478,1.15328,0.000189335,0.000189335,0.000189335
111,5174.6,0.70069,0.53404,1.2468,0.97533,0.97223,0.99421,0.85948,0.5903,0.32598,1.15052,0.000185991,0.000185991,0.000185991
112,5221.32,0.68515,0.51282,1.23364,0.97084,0.99004,0.99458,0.86116,0.56385,0.29662,1.12722,0.000182654,0.000182654,0.000182654
113,5268.02,0.6769,0.51653,1.23691,0.96931,0.98364,0.99455,0.86338,0.58167,0.32388,1.15577,0.000179327,0.000179327,0.000179327
114,5314.73,0.67104,0.50395,1.22185,0.97195,0.99076,0.99475,0.86745,0.57089,0.33272,1.13551,0.00017601,0.00017601,0.00017601
115,5361.4,0.67531,0.51872,1.23646,0.97922,0.98273,0.995,0.87129,0.56033,0.29169,1.11764,0.000172703,0.000172703,0.000172703
116,5408.14,0.66383,0.50861,1.2173,0.97578,0.99052,0.99474,0.86205,0.57382,0.28999,1.13544,0.000169408,0.000169408,0.000169408
117,5454.87,0.66696,0.50085,1.2301,0.9747,0.94882,0.99479,0.87183,0.55246,0.35162,1.1073,0.000166126,0.000166126,0.000166126
118,5501.57,0.67497,0.52144,1.23916,0.94528,0.98346,0.99162,0.8574,0.57758,0.36663,1.13354,0.000162857,0.000162857,0.000162857
119,5548.25,0.68359,0.51671,1.23255,0.93719,0.97275,0.99185,0.85483,0.57473,0.41751,1.12701,0.000159601,0.000159601,0.000159601
120,5594.97,0.67419,0.50578,1.23443,0.96115,0.98661,0.9947,0.86365,0.5666,0.31946,1.12637,0.000156361,0.000156361,0.000156361
121,5641.66,0.65833,0.49641,1.22434,0.97541,0.98566,0.99491,0.85915,0.57852,0.31752,1.15291,0.000153136,0.000153136,0.000153136
122,5688.36,0.6666,0.49223,1.22279,0.98874,0.99281,0.99482,0.86337,0.57318,0.2763,1.13788,0.000149927,0.000149927,0.000149927
123,5735.06,0.65178,0.49048,1.20451,0.98071,0.9783,0.99463,0.86659,0.55651,0.31275,1.11606,0.000146736,0.000146736,0.000146736
124,5781.82,0.66426,0.50498,1.23066,0.98432,0.97729,0.99475,0.86485,0.56617,0.30061,1.12976,0.000143563,0.000143563,0.000143563
125,5828.5,0.6532,0.49387,1.21707,0.98369,0.99391,0.99482,0.86475,0.57123,0.28797,1.1354,0.000140409,0.000140409,0.000140409
126,5875.25,0.65228,0.47496,1.21154,0.98907,0.99227,0.995,0.86559,0.57453,0.28216,1.13407,0.000137274,0.000137274,0.000137274
127,5921.95,0.66707,0.48879,1.22419,0.98291,0.99862,0.99495,0.85779,0.58389,0.29202,1.14838,0.000134159,0.000134159,0.000134159
128,5968.63,0.6503,0.48444,1.21749,0.98578,0.99224,0.9947,0.85866,0.58281,0.28831,1.14034,0.000131066,0.000131066,0.000131066
129,6015.45,0.65883,0.4921,1.22122,0.95102,0.98663,0.99403,0.86727,0.55492,0.33349,1.11023,0.000127994,0.000127994,0.000127994
130,6062.18,0.64878,0.48063,1.20976,0.97343,0.98647,0.99471,0.86421,0.56446,0.30015,1.11967,0.000124945,0.000124945,0.000124945
131,6108.86,0.63707,0.47135,1.20382,0.98237,0.99734,0.995,0.86986,0.55584,0.29136,1.12069,0.000121919,0.000121919,0.000121919
132,6155.59,0.65869,0.5017,1.21985,0.97856,0.99631,0.99486,0.86766,0.5493,0.28884,1.10558,0.000118918,0.000118918,0.000118918
133,6202.22,0.63496,0.46464,1.20316,0.9683,0.98434,0.99179,0.86398,0.54624,0.34759,1.1011,0.000115941,0.000115941,0.000115941
134,6248.85,0.65493,0.47788,1.21363,0.97914,0.98894,0.995,0.8638,0.56016,0.28453,1.11929,0.00011299,0.00011299,0.00011299
135,6295.39,0.64603,0.47988,1.21679,0.98768,0.99217,0.995,0.87484,0.54968,0.26754,1.10797,0.000110066,0.000110066,0.000110066
136,6342.13,0.62625,0.4549,1.19057,0.99069,0.99289,0.995,0.87083,0.55933,0.2668,1.11933,0.000107168,0.000107168,0.000107168
137,6388.77,0.63687,0.4624,1.20305,0.98954,0.9917,0.995,0.87217,0.54272,0.26133,1.10099,0.000104298,0.000104298,0.000104298
138,6435.38,0.63136,0.46266,1.20068,0.99125,0.99185,0.995,0.8765,0.54445,0.26845,1.10178,0.000101457,0.000101457,0.000101457
139,6482.0,0.62556,0.44998,1.20397,0.98762,0.9869,0.995,0.86635,0.55721,0.28696,1.11731,9.86444e-05,9.86444e-05,9.86444e-05
140,6528.61,0.6241,0.45752,1.18869,0.98631,0.98417,0.995,0.86525,0.54944,0.28357,1.10383,9.5862e-05,9.5862e-05,9.5862e-05
141,6575.23,0.62531,0.46014,1.20025,0.9909,0.98826,0.995,0.87297,0.54016,0.26332,1.09738,9.31101e-05,9.31101e-05,9.31101e-05
142,6621.76,0.62773,0.45386,1.19513,0.98247,0.99059,0.995,0.87365,0.53599,0.26964,1.08725,9.03895e-05,9.03895e-05,9.03895e-05
143,6668.34,0.61465,0.45677,1.18918,0.98703,0.9927,0.995,0.87318,0.5475,0.26279,1.1083,8.77008e-05,8.77008e-05,8.77008e-05
144,6714.95,0.61103,0.44408,1.18062,0.98469,0.99405,0.995,0.87517,0.54255,0.25939,1.09655,8.50446e-05,8.50446e-05,8.50446e-05
145,6761.55,0.61153,0.44458,1.18753,0.98712,0.98766,0.995,0.87916,0.52783,0.25239,1.07926,8.24217e-05,8.24217e-05,8.24217e-05
146,6808.18,0.61004,0.44177,1.19052,0.97847,0.98974,0.995,0.87728,0.54069,0.2781,1.09472,7.98326e-05,7.98326e-05,7.98326e-05
147,6854.73,0.62155,0.45239,1.19874,0.97776,0.98762,0.995,0.8748,0.55317,0.28298,1.11666,7.7278e-05,7.7278e-05,7.7278e-05
148,6901.29,0.59753,0.4351,1.17337,0.97436,0.99,0.995,0.88028,0.54709,0.2841,1.10924,7.47586e-05,7.47586e-05,7.47586e-05
149,6947.94,0.61734,0.44347,1.18789,0.98627,0.98692,0.99489,0.87343,0.55678,0.2824,1.12585,7.22749e-05,7.22749e-05,7.22749e-05
150,6994.55,0.61309,0.44265,1.18788,0.98447,0.98594,0.99479,0.87331,0.54562,0.27911,1.11581,6.98276e-05,6.98276e-05,6.98276e-05
151,7041.13,0.60455,0.42825,1.17618,0.98152,0.97592,0.99342,0.87218,0.54476,0.291,1.11165,6.74172e-05,6.74172e-05,6.74172e-05
152,7087.68,0.61759,0.4441,1.19191,0.96983,0.99,0.99342,0.87084,0.55222,0.29023,1.11923,6.50445e-05,6.50445e-05,6.50445e-05
153,7134.29,0.61516,0.44065,1.18687,0.98045,0.98659,0.99467,0.87008,0.55302,0.27763,1.10627,6.27098e-05,6.27098e-05,6.27098e-05
154,7180.91,0.61895,0.43526,1.18864,0.98601,0.98984,0.99489,0.87251,0.55204,0.27629,1.11375,6.04139e-05,6.04139e-05,6.04139e-05
155,7227.49,0.58706,0.4188,1.16557,0.97908,0.98405,0.99486,0.87461,0.54424,0.2872,1.10141,5.81573e-05,5.81573e-05,5.81573e-05
156,7273.98,0.60291,0.42358,1.17324,0.97427,0.9874,0.995,0.87579,0.54305,0.28394,1.0968,5.59406e-05,5.59406e-05,5.59406e-05
157,7320.64,0.60934,0.44285,1.19209,0.97887,0.98568,0.99479,0.8785,0.52851,0.27732,1.08411,5.37642e-05,5.37642e-05,5.37642e-05
158,7367.13,0.59529,0.42415,1.17299,0.98241,0.98504,0.99487,0.88507,0.52305,0.26727,1.07587,5.16288e-05,5.16288e-05,5.16288e-05
159,7413.66,0.59321,0.42336,1.17592,0.98204,0.98706,0.99423,0.88075,0.52132,0.27088,1.07703,4.95349e-05,4.95349e-05,4.95349e-05
160,7460.24,0.59858,0.43013,1.18031,0.98672,0.98958,0.99487,0.87858,0.5275,0.26005,1.08312,4.74829e-05,4.74829e-05,4.74829e-05
161,7506.8,0.6025,0.42742,1.18258,0.98517,0.9882,0.99494,0.88186,0.52582,0.26094,1.07992,4.54734e-05,4.54734e-05,4.54734e-05
162,7553.4,0.59446,0.42787,1.17195,0.9843,0.98597,0.995,0.87947,0.52589,0.26207,1.08117,4.35069e-05,4.35069e-05,4.35069e-05
163,7599.97,0.58507,0.41558,1.16422,0.98573,0.98624,0.995,0.88172,0.52174,0.26543,1.07309,4.15839e-05,4.15839e-05,4.15839e-05
164,7646.48,0.58906,0.41273,1.16524,0.98781,0.98907,0.995,0.88094,0.52836,0.2597,1.07885,3.97048e-05,3.97048e-05,3.97048e-05
165,7693.01,0.60564,0.44856,1.18273,0.98751,0.98955,0.995,0.88303,0.52205,0.25802,1.06908,3.78701e-05,3.78701e-05,3.78701e-05
166,7739.58,0.60602,0.43357,1.17981,0.98543,0.98726,0.995,0.87813,0.52832,0.2652,1.07704,3.60803e-05,3.60803e-05,3.60803e-05
167,7786.17,0.59662,0.43793,1.1751,0.98722,0.98902,0.995,0.87571,0.53819,0.26724,1.09413,3.43357e-05,3.43357e-05,3.43357e-05
168,7832.71,0.59302,0.41895,1.17329,0.98549,0.98952,0.995,0.87817,0.53026,0.26349,1.0831,3.26369e-05,3.26369e-05,3.26369e-05
169,7879.26,0.58702,0.42854,1.17307,0.98311,0.98934,0.995,0.87398,0.54246,0.26738,1.10289,3.09843e-05,3.09843e-05,3.09843e-05
170,7925.8,0.58214,0.41044,1.15741,0.9824,0.98943,0.995,0.87401,0.53925,0.27247,1.10047,2.93782e-05,2.93782e-05,2.93782e-05
171,7972.32,0.58975,0.42464,1.1688,0.98295,0.98987,0.995,0.87543,0.53642,0.26677,1.10173,2.7819e-05,2.7819e-05,2.7819e-05
172,8018.87,0.5762,0.41831,1.16632,0.97958,0.99101,0.995,0.87233,0.53826,0.26975,1.10416,2.63072e-05,2.63072e-05,2.63072e-05
173,8065.46,0.59141,0.42113,1.17778,0.97666,0.99324,0.995,0.87618,0.53231,0.26774,1.09469,2.48431e-05,2.48431e-05,2.48431e-05
174,8112.03,0.58737,0.41616,1.1644,0.98028,0.99193,0.995,0.87371,0.53429,0.27296,1.0934,2.34271e-05,2.34271e-05,2.34271e-05
175,8158.47,0.5803,0.41759,1.16144,0.98046,0.99659,0.995,0.87844,0.53256,0.2745,1.09023,2.20595e-05,2.20595e-05,2.20595e-05
176,8205.06,0.57252,0.40301,1.14654,0.97958,0.99421,0.995,0.87762,0.53064,0.27896,1.0847,2.07406e-05,2.07406e-05,2.07406e-05
177,8251.66,0.57163,0.40647,1.15291,0.97747,0.99606,0.995,0.87603,0.52968,0.27869,1.08535,1.94709e-05,1.94709e-05,1.94709e-05
178,8298.23,0.57647,0.41151,1.1594,0.97068,0.99522,0.995,0.87334,0.53717,0.28354,1.09509,1.82505e-05,1.82505e-05,1.82505e-05
179,8344.79,0.59354,0.42692,1.173,0.97141,0.99666,0.995,0.8726,0.53517,0.27547,1.09252,1.70798e-05,1.70798e-05,1.70798e-05
180,8391.38,0.58191,0.41581,1.16851,0.97945,0.98243,0.995,0.87613,0.53365,0.27802,1.08943,1.59592e-05,1.59592e-05,1.59592e-05
181,8437.97,0.57879,0.41545,1.15897,0.98104,0.97958,0.995,0.8748,0.53616,0.27623,1.09205,1.48888e-05,1.48888e-05,1.48888e-05
